Id,name,main_category,sub_category,image,link,ratings,no_of_ratings,discount_price,actual_price
62,Philips Classic GC097/50 750-Watt Dry Iron (Peach),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61HbXGEnwSL._AC_UL320_.jpg,https://www.amazon.in/Philips-Classic-GC097-50-750-Watt/dp/B07H7JB1RZ/ref=sr_1_63?qid=1679135588&s=appliances&sr=1-63,4.2,"12,028",₹735,₹895
63,"Sure From Aquaguard Delight NXT RO+UV+Taste Adjuster(MTDS) 7L storage Water Purifier,7 stages purification,suitable for bo...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/41s8QuuF6GL._AC_UL320_.jpg,https://www.amazon.in/Eureka-Forbes-Aquaguard-boiling-GWPDPRRUM00000/dp/B09TB2YC13/ref=sr_1_64?qid=1679135588&s=appliances&sr=1-64,4.0,"27,366","₹7,999","₹14,000"
64,"Bajaj DX-7 1000W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, White",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61Y7QqqpsPL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-DX-1000-Watt-Dry-Iron/dp/B008YW8M0G/ref=sr_1_65?qid=1679135588&s=appliances&sr=1-65,4.2,"47,548",₹798,₹965
65,"HealthSense Weight Machine for Kitchen, Kitchen Food Weighing Scale for Health, Fitness, Home Baking & Cooking with Hangin...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51CF0NoyUUL._AC_UL320_.jpg,https://www.amazon.in/HealthSense-Chef-Mate-KS-40-Weighing/dp/B083P71WKK/ref=sr_1_66?qid=1679135588&s=appliances&sr=1-66,4.3,"10,216",₹799,"₹1,099"
66,"Philips HL7756/00 Mixer Grinder, 750W, 3 Jars (Black)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71QNtftyeuL._AC_UL320_.jpg,https://www.amazon.in/Philips-HL7756-00-750-Watt-Grinder/dp/B01GZSQJPA/ref=sr_1_67?qid=1679135588&s=appliances&sr=1-67,4.1,"26,988","₹3,899","₹5,295"
67,"E-COSMOS Smart Handy Multi-Purpose Fruit & Vegetable Cutter Chopper (950ML,Green, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51WXRV6NC1L._AC_UL320_.jpg,https://www.amazon.in/COSMOS-Multi-Purpose-Vegetable-Cutter-Chopper/dp/B09XDQ7WNM/ref=sr_1_68?qid=1679135588&s=appliances&sr=1-68,3.9,80,,₹199
68,"InstaCuppa Portable Blender for Smoothie, Milk Shakes, Crushing Ice and Juices, USB Rechargeable Personal Blender Machine ...",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61hXdmV4kAL._AC_UL320_.jpg,https://www.amazon.in/InstaCuppa-Portable-Smoothie-Crushing-Rechargeable/dp/B09NTHQRW3/ref=sr_1_69?qid=1679135588&s=appliances&sr=1-69,4.1,"1,377","₹1,999","₹2,499"
69,USHA RapidMix 500-Watt Copper Motor Mixer Grinder with 3 Jars and 5 Years Warranty(Sea Green/White),appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/61mde481sCS._AC_UL320_.jpg,https://www.amazon.in/USHA-RapidMix-500-Watt-Copper-Grinder/dp/B08MXJYB2V/ref=sr_1_70?qid=1679135588&s=appliances&sr=1-70,4.0,"5,457","₹2,149","₹3,390"
70,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-bacterial German Coating Technology, Black",appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/71qWUqBp+9L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-DX-600-Watts-Light-Weight/dp/B00F159RIK/ref=sr_1_71?qid=1679135588&s=appliances&sr=1-71,4.1,"5,686",₹499,₹625
71,Bajaj New Shakti Neo 15L Vertical Storage Water Heater (Geyser 15 litres) 4 Star BEE Rated Heater For Water Heating with T...,appliances,All Appliances,https://m.media-amazon.com/images/W/IMAGERENDERING_521856-T2/images/I/51-cyGLC3kL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Shakti-Heater-Multiple-Safety/dp/B097R45BH8/ref=sr_1_72?qid=1679135588&s=appliances&sr=1-72,4.1,"12,849","₹5,499","₹13,150"
72,"AmazonBasics High Speed 55 Watt Oscillating Pedestal Fan, 400mm Sweep Length, White (Without Remote)",appliances,All Appliances,https://m.media-amazon.com/images/I/71QfUcEOg8L._AC_UL320_.jpg,https://www.amazon.in/AmazonBasics-400mm-Pedestal-Remote-White/dp/B07NPBG1B4/ref=sr_1_73?qid=1679135589&s=appliances&sr=1-73,4.1,"6,113","₹2,099","₹3,300"
73,Farberware Mini Blender Fruit Mixer Machine Portable Electric Juicer grinder Cup 380ML Personal Blender Smoothie Maker USB...,appliances,All Appliances,https://m.media-amazon.com/images/I/716mmFt0PGL._AC_UL320_.jpg,https://www.amazon.in/Farberware-Portable-Electric-Rechargeable-Extractor/dp/B0BRXQD38T/ref=sr_1_74_mod_primary_new?qid=1679135589&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-74,2.9,"6,071",₹499,"₹1,199"
74,"PHILIPS Handheld Garment Steamer STH3000/20 - Compact & Foldable, Convenient Vertical Steaming, 1000 Watt Quick Heat Up, u...",appliances,All Appliances,https://m.media-amazon.com/images/I/71W2XPQdBqL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-Handheld-Garment-STH3000-20/dp/B08TM71L54/ref=sr_1_75?qid=1679135589&s=appliances&sr=1-75,4.0,"1,553","₹3,995","₹4,095"
75,"Cookwell Bullet Mixer Grinder (5 Jars, 3 Blades, Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/81yobRRV8nL._AC_UL320_.jpg,https://www.amazon.in/Cookwell-Bullet-Mixer-Grinder-Silver/dp/B097XJQZ8H/ref=sr_1_76?qid=1679135589&s=appliances&sr=1-76,4.1,"9,592","₹2,479","₹6,000"
76,"Bajaj ATX 4 750-Watt Pop-up Toaster, 2-Slice Automatic Pop up Toaster with Dust Cover & Slide Out Crumb Tray, 6-Level Brow...",appliances,All Appliances,https://m.media-amazon.com/images/I/51D5T7TGVbL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-ATX-750-Watt-Pop-up-Toaster/dp/B0073QGKAS/ref=sr_1_77?qid=1679135589&s=appliances&sr=1-77,4.3,"9,52","₹1,499","₹2,250"
77,HUL Pureit Germkill kit for Classic 23 L water purifier - 3000 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/I/61QNGI22XDL._AC_UL320_.jpg,https://www.amazon.in/HUL-Pureit-Germkill-Classic-Purifier/dp/B00H3H03Q4/ref=sr_1_78?qid=1679135589&s=appliances&sr=1-78,4.2,"13,467",,"₹1,130"
78,KENT 16069 Super Egg Boiler 400 Watts | Boils Upto 6 Eggs at a Time | 3 Boiling Modes | Stainless Steel Body and Heating P...,appliances,All Appliances,https://m.media-amazon.com/images/I/71+2IuZ78XL._AC_UL320_.jpg,https://www.amazon.in/Kent-Super-Boiler-16069-Silver/dp/B08JQZP7G1/ref=sr_1_79?qid=1679135589&s=appliances&sr=1-79,4.3,"12,213","₹1,115","₹1,800"
79,HUL Pureit Germkill kit for Classic 23 L water purifier - 1500 L Capacity,appliances,All Appliances,https://m.media-amazon.com/images/I/61h7YWM2+oL._AC_UL320_.jpg,https://www.amazon.in/HUL-Pureit-Germkill-Classic-Purifier/dp/B00E9G8KOY/ref=sr_1_80?qid=1679135589&s=appliances&sr=1-80,4.1,"11,108",,₹600
80,"Bajaj Immersion Rod Water Heater 1500 Watts, Silver",appliances,All Appliances,https://m.media-amazon.com/images/I/51bfOnh2M4L._AC_UL320_.jpg,https://www.amazon.in/Bajaj-1500-Watt-Immersion-Heater-Plug/dp/B00ABMASXG/ref=sr_1_81?qid=1679135589&s=appliances&sr=1-81,4.1,"36,955",₹539,₹665
81,"APTODEN Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Frother for Coffee, Egg Beater, Hand Blender,...",appliances,All Appliances,https://m.media-amazon.com/images/I/61+74y2T37L._AC_UL320_.jpg,https://www.amazon.in/APTODEN-Electric-Handheld-Frother-Blender/dp/B09VGZN232/ref=sr_1_82?qid=1679135589&s=appliances&sr=1-82,4.3,821,₹329,₹799
82,KENT 16052 Elegant Electric Glass Kettle 1.8L 2000 W | Blue LED Illumination | Borosilicate Glass Body | Boil Drying Prote...,appliances,All Appliances,https://m.media-amazon.com/images/I/71mNVZxebrL._AC_UL320_.jpg,https://www.amazon.in/KENT-Elegant-Electric-Kettle-Silver/dp/B07YR26BJ3/ref=sr_1_83?qid=1679135589&s=appliances&sr=1-83,4.0,"14,773","₹1,212","₹1,850"
83,"The Earth Store Handheld Coffee Frother Electric Milk Frother for Lattes Shakes Mini Foamer for Cappuccino, Frappe, Match...",appliances,All Appliances,https://m.media-amazon.com/images/I/51+vA2qAe9L._AC_UL320_.jpg,https://www.amazon.in/Earth-Store-Coffee-Frother-Cappuccino/dp/B0BQW1XXM5/ref=sr_1_84?qid=1679135589&s=appliances&sr=1-84,4.1,"1,944",₹225,₹499
84,"LG 1.5 Ton 5 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19YNZE/dp/B0BQ3MXML8/ref=sr_1_85?qid=1679135589&s=appliances&sr=1-85,4.2,"2,948","₹46,490","₹75,990"
85,ACTIVA 1200 MM HIGH SPEED 390 RPM BEE APPROVED 5 STAR RATED APSRA CEILING FAN BROWN 2 Years Warranty,appliances,All Appliances,https://m.media-amazon.com/images/I/31hXo964hqL._AC_UL320_.jpg,https://www.amazon.in/ACTIVA-APSRA-Approved-Ceiling-Warranty/dp/B07ZJND9B9/ref=sr_1_86?qid=1679135589&s=appliances&sr=1-86,3.9,"6,995","₹1,099","₹1,990"
86,"Kuber Industries Multipurpose Refrigerator Drawer Mat|Circle Design & Water Proof PVC Material|Size-48 cm x 33 cm ,Pack of...",appliances,All Appliances,https://m.media-amazon.com/images/I/71A77D0r+oL._AC_UL320_.jpg,https://www.amazon.in/Kuber-Industries-Circle-Design-Refrigerator/dp/B07MBB2LHW/ref=sr_1_87?qid=1679135589&s=appliances&sr=1-87,4.2,"8,159",₹176,₹538
87,"Samsung 253 L 3 Star with Inverter Double Door Refrigerator (RT28A3453S8/HL, Elegant Inox)- 2022 Model",appliances,All Appliances,https://m.media-amazon.com/images/I/61kNDBKxSuL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Refrigerator-RT28A3453S8-HL/dp/B08SBSL8Y2/ref=sr_1_88?qid=1679135589&s=appliances&sr=1-88,4.4,"5,784","₹24,990","₹31,990"
88,Candes Star 1200mm/48 inch High Speed Anti-dust Decorative 5 Star Rated Ceiling Fan 405 RPM with 2 Yrs Warranty (Coffee Br...,appliances,All Appliances,https://m.media-amazon.com/images/I/51s36oqI6KL._AC_UL320_.jpg,https://www.amazon.in/Candes-Star-Anti-dust-Decorative-Warranty/dp/B09296RG1X/ref=sr_1_89?qid=1679135589&s=appliances&sr=1-89,3.8,"1,161","₹1,299","₹2,299"
89,"Prestige Hard Anodised Aluminium Plus Cookware Induction Base Roti Tawa, 22.5cm, Black",appliances,All Appliances,https://m.media-amazon.com/images/I/41yIomgcfML._AC_UL320_.jpg,https://www.amazon.in/Prestige-Anodised-Cookware-Induction-225mm/dp/B00N2ZJCJA/ref=sr_1_90?qid=1679135589&s=appliances&sr=1-90,3.9,"9,555",₹675,₹780
90,"LG 1 Ton 4 Star Ai Dual Inverter Split Ac (Copper, Super Convertible 6-In-1 Cooling, Hd Filter With Anti Virus Protection,...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Inverter-Convertible-protection-RS-Q13JNYE/dp/B0BPYN9JGF/ref=sr_1_91?qid=1679135589&s=appliances&sr=1-91,4.2,"1,206","₹34,490","₹61,990"
91,"Samsung 183 L 2 Star Inverter Direct-Cool Single Door Refrigerator (RR20C2412GS/NL, Gray Silver)",appliances,All Appliances,https://m.media-amazon.com/images/I/61peedjlRJL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C2412GS-NL/dp/B0BR3V1SQT/ref=sr_1_92?qid=1679135589&s=appliances&sr=1-92,4.3,"5,862","₹13,490","₹17,999"
92,"Havells Ambrose 1200mm Energy Saving with Remote Control 5 Star Decorative BLDC Ceiling Fan (Gold Mist Wood, Pack of 1)",appliances,All Appliances,https://m.media-amazon.com/images/I/61nt66+QH5L._AC_UL320_.jpg,https://www.amazon.in/Havells-Ambrose-Control-Decorative-Ceiling/dp/B0BHJCC4S5/ref=sr_1_93?qid=1679135589&s=appliances&sr=1-93,4.3,"10,025","₹3,399","₹4,510"
93,"Bajaj DX-2 600W Dry Iron with Advance Soleplate and Anti-Bacterial German Coating Technology, Grey",appliances,All Appliances,https://m.media-amazon.com/images/I/81g9UkFjanL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-DX-600-Watt-Light-Weight/dp/B00SMJPA9C/ref=sr_1_94?qid=1679135589&s=appliances&sr=1-94,4.1,"3,259",₹499,₹890
94,Prestige Iris 1.0 1200 Watt Glass Induction Cooktop with Push Button (Black),appliances,All Appliances,https://m.media-amazon.com/images/I/81n9qrP0+RL._AC_UL320_.jpg,https://www.amazon.in/Prestige-1-0-Induction-Cooktop-button/dp/B08CTZGRJT/ref=sr_1_95?qid=1679135589&s=appliances&sr=1-95,3.9,"2,24","₹1,699","₹3,280"
95,"Butterfly Smart Mixer Grinder, 750W, 4 Jars (Grey)",appliances,All Appliances,https://m.media-amazon.com/images/I/71+cDVETcIL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-Smart-750-Watt-Mixer-Grinder/dp/B075JJ5NQC/ref=sr_1_96?qid=1679135589&s=appliances&sr=1-96,4.0,"21,29","₹2,799","₹4,999"
96,"Crompton InstaGlide 1000-Watts Dry Iron with American Heritage Coating, Pack of 1 Iron",appliances,All Appliances,https://m.media-amazon.com/images/I/713pM4iTawL._AC_UL320_.jpg,https://www.amazon.in/Crompton-InstaGlide-Certified-Dry-Iron/dp/B08235JZFB/ref=sr_1_97?qid=1679135591&s=appliances&sr=1-97,4.1,"7,959",₹807,"₹1,000"
97,"PHILIPS Air Fryer - India’s No.1 Air Fryer Brand, With Rapid Air Technology, Uses up to 90% less fat, 1400W, 4.1 Liter (Bl...",appliances,All Appliances,https://m.media-amazon.com/images/I/614TSm1LckL._AC_UL320_.jpg,https://www.amazon.in/PHILIPS-Fryer-HD9200-90-Technology/dp/B09CTWFV5W/ref=sr_1_98?qid=1679135591&s=appliances&sr=1-98,4.4,"1,853","₹7,499","₹9,995"
98,ATOM Selves-MH 200 GM Digital Pocket Scale,appliances,All Appliances,https://m.media-amazon.com/images/I/41Oo66iQH7L._AC_UL320_.jpg,https://www.amazon.in/Atom-Selves-A100-Digital-Pocket-Silver/dp/B06XMZV7RH/ref=sr_1_99?qid=1679135591&s=appliances&sr=1-99,3.9,"4,778",₹288,₹499
99,"Luminous Vento Deluxe 150 mm Exhaust Fan for Kitchen, Bathroom with Strong Air Suction, Rust Proof Body and Dust Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/41wbi-Kl5uL._AC_UL320_.jpg,https://www.amazon.in/Luminous-Vento-Deluxe-30-Watt-Ventilator/dp/B00O2R38C4/ref=sr_1_100?qid=1679135591&s=appliances&sr=1-100,4.1,"13,449",₹989,"₹1,490"
100,ImpactStrong Tap Water Purifier Filter Faucet 6 Layer Carbon Activated Dust Chlorine Remover Water Softener for Drinking C...,appliances,All Appliances,https://m.media-amazon.com/images/I/41q+JETf-jL._AC_UL320_.jpg,https://www.amazon.in/ImpactStrong-Water-Purifier-Filter-Multi-color/dp/B0BXSMB9XN/ref=sr_1_101?qid=1679135591&s=appliances&sr=1-101,4.4,"11,589",₹149,₹199
101,IONIX Activated Carbon Faucet Water Filters Universal Interface Home Kitchen Faucet Tap Water | Tap filter Multilayer | Cl...,appliances,All Appliances,https://m.media-amazon.com/images/I/51v7kcjUYQL._AC_UL320_.jpg,https://www.amazon.in/IONIX-Tap-filter-Multilayer-Filter-Pack/dp/B0BNDRK886/ref=sr_1_102?qid=1679135591&s=appliances&sr=1-102,3.9,"1,58",₹215,₹499
102,CARDEX Digital Kitchen Weighing Machine Multipurpose Electronic Weight Scale With Back Lite LCD Display for Measuring Foo...,appliances,All Appliances,https://m.media-amazon.com/images/I/5152RkstzoL._AC_UL320_.jpg,https://www.amazon.in/Weighing-Multipurpose-Electronic-Measuring-Vegetable/dp/B08SJVD8QD/ref=sr_1_103?qid=1679135591&s=appliances&sr=1-103,4.1,"3,881",₹385.11,₹389
103,BONIRY Mini Waffle Maker 4 Inch- 350 Watts: Stainless Steel Non-Stick Electric Iron Machine for Individual Belgian Waffle...,appliances,All Appliances,https://m.media-amazon.com/images/I/71TtVlWkDDL._AC_UL320_.jpg,https://www.amazon.in/BONIRY-Waffle-Maker-Inch-Watts/dp/B099DSHFJP/ref=sr_1_104?qid=1679135591&s=appliances&sr=1-104,4.0,945,₹899,"₹1,999"
104,"Carrier 1.5 Ton 3 Star Inverter Split AC (Copper,ESTER Dxi, 4-in-1 Flexicool Inverter, 2022 Model,R32,White)",appliances,All Appliances,https://m.media-amazon.com/images/I/41lrtqXPiWL._AC_UL320_.jpg,https://www.amazon.in/Carrier-Inverter-Split-Copper-Flexicool/dp/B0B67RLLJC/ref=sr_1_105?qid=1679135591&s=appliances&sr=1-105,4.1,630,"₹34,490","₹67,790"
105,"Samsung 183 L 3 Star Inverter Direct-Cool Single Door Refrigerator (RR20C1723S8/HL, Silver, Elegant Inox)",appliances,All Appliances,https://m.media-amazon.com/images/I/61TTF88NJUL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Direct-Cool-Refrigerator-RR20C1723S8-HL/dp/B0BR3WHPQP/ref=sr_1_106?qid=1679135591&s=appliances&sr=1-106,4.3,"1,801","₹14,490","₹18,999"
106,"AGARO 33398 Rapid 1000-Watt, 10-Litre Wet & Dry Vacuum Cleaner, with Blower Function (Red & Black)",appliances,All Appliances,https://m.media-amazon.com/images/I/715l1odFnbL._AC_UL320_.jpg,https://www.amazon.in/AGARO-1000-Watt-10-Litre-Cleaner-Function/dp/B083M7WPZD/ref=sr_1_107?qid=1679135591&s=appliances&sr=1-107,4.0,"3,604","₹2,925","₹5,999"
107,Monitor AC Stand/Heavy Duty Air Conditioner Outdoor Unit Mounting Bracket,appliances,All Appliances,https://m.media-amazon.com/images/I/61klTujVpjL._AC_UL320_.jpg,https://www.amazon.in/Monitor-Split-AC-Stand-White/dp/B01CS4A5V4/ref=sr_1_108?qid=1679135591&s=appliances&sr=1-108,4.1,"3,615",₹799,"₹1,690"
108,Usha Mist Air Icy 400mm Pedestal Fan (Blue),appliances,All Appliances,https://m.media-amazon.com/images/I/61fVhcSzHhL._AC_UL320_.jpg,https://www.amazon.in/Usha-Mist-Blade-400MM-Pedestal/dp/B077MXDNP2/ref=sr_1_109?qid=1679135591&s=appliances&sr=1-109,4.1,"17,394","₹2,899","₹3,050"
109,"AGARO Esteem Multi Kettle 1.2 Litre, 600W with 3 Heating Modes & Rapid Boil Technology",appliances,All Appliances,https://m.media-amazon.com/images/I/819hK4TNlFL._AC_UL320_.jpg,https://www.amazon.in/Agaro-Esteem-Multi-Kettle-1-2/dp/B07WNK1FFN/ref=sr_1_110?qid=1679135591&s=appliances&sr=1-110,4.2,"3,695","₹1,228","₹1,699"
110,"Pigeon by Stovekraft 2 Burner Glass Cook Top Gas Stove (Manual Ignition), Tawa with Stainless Steel Body and Nonstick Fry ...",appliances,All Appliances,https://m.media-amazon.com/images/I/61wrnEQPveL._AC_UL320_.jpg,https://www.amazon.in/Pigeon-Nonstick-Cookware-Favourite-Stainless/dp/B08ZY1XBQL/ref=sr_1_111?qid=1679135591&s=appliances&sr=1-111,3.8,"2,12","₹2,089","₹5,224"
111,"Samsung 7 Kg Inverter 5 Star Fully-Automatic Top Load Eco Bubble Washing Machine (WA70BG4441YYTL, Bubble Storm Technology,...",appliances,All Appliances,https://m.media-amazon.com/images/I/61Ct6+KF4AL._AC_UL320_.jpg,https://www.amazon.in/Samsung-Inverter-Fully-Automatic-WA70BG4441YYTL-Technology/dp/B0B8NHX62W/ref=sr_1_112?qid=1679135591&s=appliances&sr=1-112,4.2,"3,715","₹17,990","₹22,500"
112,"VIBRAT Washer Dryer Anti Vibration Pads with Suction Cup Feet, Fridge Washing Machine Leveling Feet Anti Walk Pads Shock A...",appliances,All Appliances,https://m.media-amazon.com/images/I/510bpbIsIXL._AC_UL320_.jpg,https://www.amazon.in/VIBRAT-Vibration-Leveling-Absorber-Furniture/dp/B098Q6YX19/ref=sr_1_113?qid=1679135591&s=appliances&sr=1-113,3.8,"6,755",₹249,₹499
113,"Lifelong LLMG93 500 Watt Duos Mixer Grinder, 2 Stainless Steel Jar (Liquidizing and Chutney Jar)| ABS Body, Stainless Stee...",appliances,All Appliances,https://m.media-amazon.com/images/I/51Jlp-dxJEL._AC_UL320_.jpg,https://www.amazon.in/Lifelong-LLMG93-Stainless-Liquidizing-Warranty/dp/B09GYBZPHF/ref=sr_1_114?qid=1679135591&s=appliances&sr=1-114,3.8,"4,972","₹1,199","₹2,499"
114,"LG 1.5 Ton 3 Star AI DUAL Inverter Split AC (Copper, Super Convertible 6-in-1 Cooling, HD Filter with Anti-Virus Protectio...",appliances,All Appliances,https://m.media-amazon.com/images/I/51JFb7FctDL._AC_UL320_.jpg,https://www.amazon.in/LG-Convertible-Anti-Virus-Protection-RS-Q19JNXE/dp/B0BQ3MJ1TG/ref=sr_1_115?qid=1679135591&s=appliances&sr=1-115,4.0,69,"₹37,990","₹68,990"
115,"Bajaj Splendora 3 Litre 3KW IWH Instant Water Heater (Geyser), White",appliances,All Appliances,https://m.media-amazon.com/images/I/51gCF-g7GIL._AC_UL320_.jpg,https://www.amazon.in/Bajaj-Splendora-Instant-Water-Heater/dp/B097R2V1W8/ref=sr_1_116?qid=1679135591&s=appliances&sr=1-116,4.1,"22,369","₹2,599","₹5,890"
116,"AGARO Supreme High Pressure Washer, 1800 Watts, 120 Bars, 6.5L/Min Flow Rate, 8 Meters Outlet Hose, Portable, for Car,Bike...",appliances,All Appliances,https://m.media-amazon.com/images/I/61hVdUVkuOL._AC_UL320_.jpg,https://www.amazon.in/Supreme-Pressure-Portable-Cleaning-Purpose/dp/B09VKWGZD7/ref=sr_1_117?qid=1679135591&s=appliances&sr=1-117,4.3,"2,173","₹4,890","₹8,990"
117,"Crompton Ozone Desert Air Cooler- 75L; with Everlast Pump, Auto Fill, 4-Way Air Deflection and High Density Honeycomb pad...",appliances,All Appliances,https://m.media-amazon.com/images/I/51VBo2iDGxL._AC_UL320_.jpg,https://www.amazon.in/Crompton-Greaves-75-Litre-Desert-Cooler/dp/B01DPL9B00/ref=sr_1_118?qid=1679135591&s=appliances&sr=1-118,4.0,"10,523","₹10,439","₹17,200"
118,"Butterfly Smart Wet Grinder, 2L (White) with Coconut Scrapper Attachment, Output - 150 W, Input 260 W",appliances,All Appliances,https://m.media-amazon.com/images/I/613rhyyc3YL._AC_UL320_.jpg,https://www.amazon.in/Butterfly-150-Watt-Grinder-Scrapper-Attachment/dp/B078HG2ZPS/ref=sr_1_119?qid=1679135591&s=appliances&sr=1-119,3.9,"13,174","₹3,599","₹5,156"
119,IFB Essentials Fluff Front Load Fabric Liquid Detergent - 1 liters,appliances,All Appliances,https://m.media-amazon.com/images/I/61V7RNLQhYL._AC_UL320_.jpg,https://www.amazon.in/IFB-Essentials-Fluff-Fabric-Detergent/dp/B075GSVL1M/ref=sr_1_120?qid=1679135591&s=appliances&sr=1-120,4.4,"10,292",₹330,₹360
120,"SYSKA Iron Press | 2 Year Warranty | Iron Box, Dry Iron, Electric Press, Electric Iron Press for Clothes, SDI-200 1000-Wat...",appliances,All Appliances,https://m.media-amazon.com/images/I/61ICyg1UxHL._AC_UL320_.jpg,https://www.amazon.in/Syska-SDI-200-1000-Iron-TEAL/dp/B09KPVDBBR/ref=sr_1_121_mod_primary_new?qid=1679135592&s=appliances&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-121,4.0,586,₹525,₹849
